id,location_id,date,weather,max_temp_c,min_temp_c,avg_temp_c,precipitation_mm,humidity_pct,wind_speed_mps
1952,4,2023-01-20,晴れ,5.3,-5.4,-0.1,0.0,45.4,3.4
1953,1,2023-01-21,晴れ,10.2,-0.8,4.7,0.0,38.8,3.6
1954,2,2023-01-21,晴れ,11.8,0.6,6.2,0.0,37.5,0.2
1955,3,2023-01-21,曇り,5.8,-5.2,0.3,0.0,67.6,2.9
1956,4,2023-01-21,晴れ,7.8,-3.1,2.3,0.0,54.3,2.7
1957,1,2023-01-22,晴れ,10.1,-1.0,4.5,0.0,48.3,1.1
1958,2,2023-01-22,曇り,9.4,-1.4,4.0,0.0,60.1,0.8
1959,3,2023-01-22,晴れ,6.2,-5.1,0.6,0.0,34.3,0.4
1960,4,2023-01-22,晴れ,8.2,-3.0,2.6,0.0,40.7,3.1
1961,1,2023-01-23,晴れ,10.0,-1.1,4.5,0.0,47.5,3.3
1962,2,2023-01-23,晴れ,10.7,-0.4,5.1,0.0,39.7,3.3
1963,3,2023-01-23,晴れ,5.6,-5.5,0.0,0.0,41.8,2.3
1964,4,2023-01-23,晴れ,8.8,-2.5,3.2,0.0,36.3,2.7
1965,1,2023-01-24,雨,9.5,-1.4,4.0,8.3,70.1,4.5
1966,2,2023-01-24,雨,11.3,0.2,5.8,10.5,67.5,4.1
1967,3,2023-01-24,雨,4.7,-6.1,-0.7,5.0,81.7,3.1
1968,4,2023-01-24,雨,8.2,-2.9,2.6,20.7,75.2,3.2
1969,1,2023-01-25,雪,7.0,-3.8,1.6,3.6,67.3,3.2
1970,2,2023-01-25,雨,9.2,-1.9,3.6,13.3,83.1,3.9
1971,3,2023-01-25,雨,4.1,-7.1,-1.5,6.1,73.4,4.3
1972,4,2023-01-25,雨,8.5,-3.1,2.7,3.6,85.8,4.5
1973,1,2023-01-26,曇り,8.1,-2.8,2.6,0.0,69.4,1.5
1974,2,2023-01-26,晴れ,9.2,-1.9,3.6,0.0,48.2,1.4
1975,3,2023-01-26,晴れ,4.2,-6.8,-1.3,0.0,36.9,0.9
1976,4,2023-01-26,曇り,4.7,-6.0,-0.6,0.0,54.9,3.9
1977,1,2023-01-27,曇り,8.7,-2.4,3.1,0.0,62.8,3.1
1978,2,2023-01-27,曇り,8.7,-2.3,3.2,0.0,50.6,2.8
1979,3,2023-01-27,曇り,3.4,-7.6,-2.1,0.0,67.9,2.3
1980,4,2023-01-27,晴れ,5.6,-5.3,0.1,0.0,47.0,3.4
1981,1,2023-01-28,晴れ,8.9,-2.0,3.5,0.0,47.2,1.6
1982,2,2023-01-28,晴れ,9.1,-1.7,3.7,0.0,33.9,2.5
1983,3,2023-01-28,晴れ,5.2,-5.8,-0.3,0.0,49.5,2.7
1984,4,2023-01-28,曇り,7.9,-3.2,2.4,0.0,60.9,3.8
1985,1,2023-01-29,雨,10.3,-0.8,4.8,7.2,77.8,3.6
1986,2,2023-01-29,雨,10.1,-0.9,4.6,8.8,72.4,3.7
1987,3,2023-01-29,雨,4.4,-6.5,-1.0,85.4,89.4,2.7
1988,4,2023-01-29,雨,6.4,-4.4,1.0,30.9,84.6,3.7
1989,1,2023-01-30,晴れ,10.5,-0.6,5.0,0.0,50.3,2.0
1990,2,2023-01-30,晴れ,10.2,-0.8,4.7,0.0,41.9,2.6
1991,3,2023-01-30,曇り,5.4,-5.6,-0.1,0.0,66.5,4.0
1992,4,2023-01-30,晴れ,8.8,-2.4,3.2,0.0,49.1,1.5
1993,1,2023-01-31,曇り,11.0,-0.4,5.3,0.0,66.8,1.5
1994,2,2023-01-31,曇り,10.3,-0.7,4.8,0.0,58.8,3.7
1995,3,2023-01-31,晴れ,4.5,-6.5,-1.0,0.0,45.8,2.8
1996,4,2023-01-31,晴れ,6.1,-4.7,0.7,0.0,49.9,2.8
1997,1,2023-02-01,晴れ,10.8,-0.3,5.2,0.0,52.1,2.5
1998,2,2023-02-01,曇り,12.1,0.8,6.5,0.0,56.0,2.7
1999,3,2023-02-01,晴れ,6.5,-4.7,0.9,0.0,50.5,2.6
2000,4,2023-02-01,曇り,8.9,-2.3,3.3,0.0,64.3,2.9
2001,1,2023-02-02,雨,10.2,-0.5,4.8,17.3,81.3,3.9
2002,2,2023-02-02,雪,12.2,1.3,6.8,7.2,61.0,4.6
2003,3,2023-02-02,雨,7.8,-3.3,2.2,17.5,56.3,2.6
2004,4,2023-02-02,雨,7.8,-2.8,2.5,2.0,77.1,4.8
2005,1,2023-02-03,曇り,10.0,-0.8,4.6,0.0,63.4,2.9
2006,2,2023-02-03,晴れ,10.6,-0.3,5.1,0.0,49.8,3.4
2007,3,2023-02-03,曇り,6.4,-4.6,0.9,0.0,59.7,0.7
2008,4,2023-02-03,晴れ,9.2,-1.9,3.6,0.0,53.8,3.0
2009,1,2023-02-04,曇り,12.3,1.1,6.7,0.0,56.4,2.5
2010,2,2023-02-04,晴れ,11.7,0.7,6.2,0.0,46.7,3.0
2011,3,2023-02-04,晴れ,6.6,-4.4,1.1,0.0,48.0,2.5
2012,4,2023-02-04,曇り,8.4,-2.5,3.0,0.0,61.8,2.4
2013,1,2023-02-05,雨,9.9,-1.0,4.5,8.7,77.0,3.4
2014,2,2023-02-05,雨,12.2,1.0,6.6,0.5,69.7,3.4
2015,3,2023-02-05,雨,5.1,-5.7,-0.3,11.5,79.3,3.1
2016,4,2023-02-05,雨,8.5,-2.5,3.0,15.7,77.9,4.2
2017,1,2023-02-06,曇り,14.0,2.7,8.3,0.0,55.9,1.8
2018,2,2023-02-06,曇り,14.1,2.9,8.5,0.0,52.8,0.2
2019,3,2023-02-06,曇り,7.6,-3.3,2.1,0.0,62.3,1.6
2020,4,2023-02-06,曇り,10.4,-0.6,4.9,0.0,60.0,1.8
2021,1,2023-02-07,曇り,10.9,0.0,5.5,0.0,61.1,1.3
2022,2,2023-02-07,晴れ,13.5,2.1,7.8,0.0,53.4,0.2
2023,3,2023-02-07,晴れ,6.7,-4.3,1.2,0.0,49.1,2.2
2024,4,2023-02-07,晴れ,9.3,-1.7,3.8,0.0,47.1,4.2
2025,1,2023-02-08,曇り,9.3,-1.4,4.0,0.0,56.9,1.9
2026,2,2023-02-08,曇り,10.5,-0.3,5.1,0.0,62.1,3.5
2027,3,2023-02-08,晴れ,5.3,-5.5,-0.1,0.0,52.1,2.1
2028,4,2023-02-08,曇り,10.4,-1.0,4.7,0.0,59.4,3.2
2029,1,2023-02-09,雪,10.6,-0.2,5.2,8.8,75.0,2.3
2030,2,2023-02-09,雨,11.6,0.7,6.1,14.9,76.8,4.3
2031,3,2023-02-09,雨,8.6,-2.7,2.9,10.0,71.1,3.1
2032,4,2023-02-09,雨,9.7,-1.3,4.2,3.6,75.4,3.0
2033,1,2023-02-10,雨,12.9,1.9,7.4,23.1,69.8,2.7
2034,2,2023-02-10,雨,13.6,2.5,8.1,1.8,84.2,5.3
2035,3,2023-02-10,雨,9.4,-1.9,3.8,20.2,76.9,4.3
2036,4,2023-02-10,雪,11.1,-0.1,5.5,3.2,64.7,3.0
2037,1,2023-02-11,雪,10.5,-0.3,5.1,8.3,58.7,3.2
2038,2,2023-02-11,雨,14.2,2.9,8.5,9.1,77.0,2.2
2039,3,2023-02-11,雨,7.2,-3.8,1.7,34.2,73.7,4.9
2040,4,2023-02-11,雪,10.0,-1.1,4.5,7.9,72.7,3.3
2041,1,2023-02-12,晴れ,14.2,3.0,8.6,0.0,34.6,5.1
2042,2,2023-02-12,晴れ,15.8,4.4,10.1,0.0,46.8,2.6
2043,3,2023-02-12,晴れ,8.6,-2.4,3.1,0.0,50.6,2.3
2044,4,2023-02-12,晴れ,11.8,0.6,6.2,0.0,45.9,2.5
2045,1,2023-02-13,晴れ,11.0,0.4,5.7,0.0,50.1,0.3
2046,2,2023-02-13,曇り,12.1,1.5,6.8,0.0,64.9,2.8
2047,3,2023-02-13,晴れ,8.5,-2.4,3.0,0.0,44.5,4.0
2048,4,2023-02-13,晴れ,11.9,0.7,6.3,0.0,46.5,2.3
2049,1,2023-02-14,晴れ,15.8,4.4,10.1,0.0,44.6,1.7
2050,2,2023-02-14,曇り,13.6,2.8,8.2,0.0,55.2,1.1
2051,3,2023-02-14,晴れ,9.2,-1.8,3.7,0.0,45.9,1.4
2052,4,2023-02-14,曇り,10.0,-0.7,4.7,0.0,54.6,3.5
2053,1,2023-02-15,晴れ,14.3,3.3,8.8,0.0,53.2,3.5
2054,2,2023-02-15,晴れ,13.5,2.7,8.1,0.0,55.8,3.6
2055,3,2023-02-15,曇り,9.1,-1.7,3.7,0.0,63.1,2.9
2056,4,2023-02-15,曇り,12.5,1.4,7.0,0.0,64.8,1.6
2057,1,2023-02-16,曇り,13.8,2.8,8.3,0.0,63.5,1.4
2058,2,2023-02-16,晴れ,14.2,3.3,8.8,0.0,44.5,2.9
2059,3,2023-02-16,晴れ,7.6,-3.0,2.3,0.0,33.6,3.5
2060,4,2023-02-16,晴れ,10.1,-0.5,4.8,0.0,52.1,3.3
2061,1,2023-02-17,晴れ,13.7,2.7,8.2,0.0,42.9,2.4
2062,2,2023-02-17,晴れ,14.5,3.4,8.9,0.0,42.3,2.4
2063,3,2023-02-17,曇り,8.0,-2.8,2.6,0.0,63.0,3.2
2064,4,2023-02-17,曇り,10.8,-0.2,5.3,0.0,55.6,2.6
2065,1,2023-02-18,晴れ,11.5,0.6,6.0,0.0,47.1,1.9
2066,2,2023-02-18,晴れ,13.9,2.7,8.3,0.0,46.8,0.8
2067,3,2023-02-18,晴れ,9.7,-1.7,4.0,0.0,47.6,1.6
2068,4,2023-02-18,曇り,10.8,-0.4,5.2,0.0,74.7,4.5
2069,1,2023-02-19,晴れ,11.0,-0.2,5.4,0.0,60.2,2.0
2070,2,2023-02-19,曇り,10.2,-0.7,4.8,0.0,62.7,3.6
2071,3,2023-02-19,晴れ,5.9,-5.2,0.4,0.0,58.4,1.2
2072,4,2023-02-19,晴れ,8.4,-2.7,2.9,0.0,46.8,3.9
2073,1,2023-02-20,雪,9.6,-1.1,4.2,2.0,71.4,2.7
2074,2,2023-02-20,雨,12.0,0.9,6.5,0.5,72.6,3.6
2075,3,2023-02-20,雪,7.3,-3.9,1.7,11.1,66.1,2.8
2076,4,2023-02-20,雨,9.1,-2.0,3.5,10.8,79.4,5.0
2077,1,2023-02-21,晴れ,13.2,1.8,7.5,0.0,56.9,1.7
2078,2,2023-02-21,晴れ,12.9,1.7,7.3,0.0,43.8,4.7
2079,3,2023-02-21,曇り,7.8,-3.4,2.2,0.0,52.5,2.9
2080,4,2023-02-21,晴れ,9.2,-1.8,3.7,0.0,46.6,2.4
2081,1,2023-02-22,晴れ,10.8,-0.2,5.3,0.0,40.5,1.8
2082,2,2023-02-22,晴れ,11.2,0.2,5.7,0.0,43.4,2.3
2083,3,2023-02-22,晴れ,7.1,-4.1,1.5,0.0,56.4,3.4
2084,4,2023-02-22,曇り,9.2,-2.0,3.6,0.0,51.9,1.4
2085,1,2023-02-23,曇り,10.3,-0.8,4.8,0.0,61.9,1.6
2086,2,2023-02-23,曇り,12.2,0.9,6.5,0.0,60.1,4.1
2087,3,2023-02-23,曇り,5.6,-5.4,0.1,0.0,60.4,1.2
2088,4,2023-02-23,曇り,6.6,-4.2,1.2,0.0,54.9,4.4
2089,1,2023-02-24,曇り,11.1,-0.1,5.5,0.0,49.5,3.6
2090,2,2023-02-24,曇り,13.5,2.0,7.8,0.0,61.4,1.7
2091,3,2023-02-24,曇り,8.2,-3.3,2.4,0.0,60.2,4.2
2092,4,2023-02-24,晴れ,8.5,-2.6,3.0,0.0,46.5,2.9
2093,1,2023-02-25,雨,11.8,0.7,6.2,10.1,75.6,3.0
2094,2,2023-02-25,雪,10.9,0.0,5.5,6.4,65.3,2.2
2095,3,2023-02-25,雨,8.4,-3.0,2.7,0.5,79.2,2.2
2096,4,2023-02-25,雨,9.0,-2.1,3.5,2.1,72.1,4.8
2097,1,2023-02-26,雨,11.7,0.3,6.0,49.4,73.1,4.0
2098,2,2023-02-26,雨,12.9,1.4,7.2,13.3,79.8,4.0
2099,3,2023-02-26,雪,6.8,-4.5,1.1,4.0,72.0,3.0
2100,4,2023-02-26,雨,9.9,-1.6,4.2,5.7,70.8,2.3
2101,1,2023-02-27,雨,13.8,2.4,8.1,14.1,81.7,2.9
2102,2,2023-02-27,雨,12.8,1.8,7.3,7.8,67.8,5.1
2103,3,2023-02-27,雨,8.8,-2.4,3.2,9.0,76.0,3.7
2104,4,2023-02-27,雨,13.8,2.0,7.9,16.3,75.1,4.9
2105,1,2023-02-28,曇り,13.9,2.4,8.2,0.0,61.7,1.0
2106,2,2023-02-28,晴れ,15.3,3.6,9.5,0.0,47.8,2.1
2107,3,2023-02-28,曇り,8.1,-3.2,2.4,0.0,58.8,4.0
2108,4,2023-02-28,曇り,12.0,0.4,6.2,0.0,66.2,4.3
2109,1,2023-03-01,晴れ,13.0,1.3,7.2,0.0,58.6,0.3
2110,2,2023-03-01,晴れ,12.2,0.8,6.5,0.0,54.5,1.8
2111,3,2023-03-01,曇り,6.4,-4.9,0.8,0.0,62.2,2.2
2112,4,2023-03-01,晴れ,9.9,-1.7,4.1,0.0,60.8,2.5
2113,1,2023-03-02,晴れ,15.6,4.0,9.8,0.0,55.5,4.0
2114,2,2023-03-02,晴れ,18.0,6.1,12.1,0.0,59.5,1.9
2115,3,2023-03-02,晴れ,9.0,-2.1,3.5,0.0,53.5,1.7
2116,4,2023-03-02,曇り,12.9,1.4,7.2,0.0,75.4,2.4
2117,1,2023-03-03,晴れ,15.3,3.8,9.6,0.0,57.6,1.8
2118,2,2023-03-03,曇り,16.3,4.8,10.6,0.0,64.1,3.9
2119,3,2023-03-03,曇り,11.7,0.1,5.9,0.0,76.7,1.7
2120,4,2023-03-03,晴れ,13.8,2.2,8.0,0.0,51.8,2.3
2121,1,2023-03-04,曇り,16.0,4.6,10.3,0.0,69.7,2.1
2122,2,2023-03-04,晴れ,18.8,7.0,12.9,0.0,52.2,3.5
2123,3,2023-03-04,晴れ,12.3,0.7,6.5,0.0,66.2,3.4
2124,4,2023-03-04,曇り,14.2,2.7,8.4,0.0,56.9,3.0
2125,1,2023-03-05,晴れ,16.8,4.9,10.9,0.0,47.3,1.0
2126,2,2023-03-05,曇り,16.6,4.9,10.8,0.0,66.8,1.3
2127,3,2023-03-05,晴れ,10.8,-0.8,5.0,0.0,50.3,4.0
2128,4,2023-03-05,曇り,15.1,3.1,9.1,0.0,60.5,1.3
2129,1,2023-03-06,雨,12.4,0.8,6.6,0.5,88.5,2.9
2130,2,2023-03-06,雪,12.7,1.2,6.9,0.5,80.1,2.0
2131,3,2023-03-06,雪,7.6,-3.9,1.8,13.7,73.3,2.9
2132,4,2023-03-06,雨,9.9,-1.7,4.1,9.1,79.7,4.6
2133,1,2023-03-07,曇り,11.2,-0.3,5.4,0.0,68.4,1.6
2134,2,2023-03-07,晴れ,13.4,1.6,7.5,0.0,48.9,1.5
2135,3,2023-03-07,曇り,7.3,-4.3,1.5,0.0,75.3,0.9
2136,4,2023-03-07,曇り,10.8,-1.0,4.9,0.0,68.1,1.3
2137,1,2023-03-08,曇り,15.3,3.5,9.4,0.0,65.8,3.4
2138,2,2023-03-08,晴れ,15.2,3.5,9.3,0.0,62.0,5.0
2139,3,2023-03-08,晴れ,9.7,-1.9,3.9,0.0,60.8,2.0
2140,4,2023-03-08,晴れ,11.1,-0.4,5.3,0.0,55.7,3.9
2141,1,2023-03-09,晴れ,15.9,4.0,9.9,0.0,55.5,2.2
2142,2,2023-03-09,晴れ,15.9,4.2,10.1,0.0,56.7,2.4
2143,3,2023-03-09,曇り,10.5,-1.2,4.7,0.0,72.0,1.9
2144,4,2023-03-09,晴れ,14.7,2.6,8.7,0.0,65.5,2.3
2145,1,2023-03-10,曇り,11.8,0.0,5.9,0.0,65.7,0.6
2146,2,2023-03-10,曇り,13.4,1.5,7.5,0.0,61.8,2.7
2147,3,2023-03-10,晴れ,7.9,-3.9,2.0,0.0,54.7,2.4
2148,4,2023-03-10,晴れ,11.0,-1.0,5.0,0.0,65.7,2.7
2149,1,2023-03-11,晴れ,16.5,4.3,10.4,0.0,57.6,4.0
2150,2,2023-03-11,曇り,15.5,3.6,9.6,0.0,71.1,2.7
2151,3,2023-03-11,晴れ,10.8,-1.2,4.8,0.0,44.8,2.1
2152,4,2023-03-11,晴れ,12.5,0.7,6.6,0.0,58.0,0.9
2153,1,2023-03-12,晴れ,14.0,2.0,8.0,0.0,50.3,4.3
2154,2,2023-03-12,晴れ,12.5,0.9,6.7,0.0,53.7,4.4
2155,3,2023-03-12,晴れ,10.0,-2.2,3.9,0.0,49.3,3.5
2156,4,2023-03-12,曇り,11.3,-0.7,5.3,0.0,64.9,0.6
2157,1,2023-03-13,晴れ,12.6,0.8,6.7,0.0,50.8,2.0
2158,2,2023-03-13,晴れ,12.9,1.1,7.0,0.0,63.9,1.6
2159,3,2023-03-13,曇り,9.7,-2.4,3.6,0.0,65.1,2.2
2160,4,2023-03-13,曇り,11.5,-0.5,5.5,0.0,75.1,1.9
2161,1,2023-03-14,曇り,13.5,1.5,7.5,0.0,62.1,1.7
2162,2,2023-03-14,晴れ,13.9,1.9,7.9,0.0,57.0,1.7
2163,3,2023-03-14,晴れ,9.2,-2.8,3.2,0.0,43.0,2.1
2164,4,2023-03-14,曇り,12.6,0.4,6.5,0.0,66.4,2.7
2165,1,2023-03-15,曇り,15.2,3.0,9.1,0.0,67.1,1.1
2166,2,2023-03-15,晴れ,12.4,0.9,6.7,0.0,55.2,2.2
2167,3,2023-03-15,晴れ,10.6,-1.6,4.5,0.0,53.3,3.3
2168,4,2023-03-15,曇り,12.9,0.8,6.9,0.0,73.1,2.0
2169,1,2023-03-16,曇り,17.2,4.6,10.9,0.0,70.4,0.8
2170,2,2023-03-16,晴れ,13.9,2.1,8.0,0.0,51.6,2.3
2171,3,2023-03-16,曇り,8.2,-3.5,2.3,0.0,65.0,2.3
2172,4,2023-03-16,曇り,12.1,0.1,6.1,0.0,73.2,2.0
2173,1,2023-03-17,晴れ,15.3,3.2,9.2,0.0,52.3,1.6
2174,2,2023-03-17,曇り,15.8,3.7,9.8,0.0,63.3,2.6
2175,3,2023-03-17,晴れ,12.4,0.0,6.2,0.0,55.0,3.1
2176,4,2023-03-17,晴れ,14.1,1.8,8.0,0.0,53.7,3.8
2177,1,2023-03-18,晴れ,12.2,0.2,6.2,0.0,64.3,1.0
2178,2,2023-03-18,曇り,13.8,1.6,7.7,0.0,66.7,1.5
2179,3,2023-03-18,曇り,8.0,-4.0,2.0,0.0,64.9,1.4
2180,4,2023-03-18,晴れ,9.3,-2.5,3.4,0.0,56.4,1.9
2181,1,2023-03-19,晴れ,13.2,1.1,7.1,0.0,49.8,1.9
2182,2,2023-03-19,曇り,14.1,1.9,8.0,0.0,76.8,1.9
2183,3,2023-03-19,曇り,6.8,-4.9,0.9,0.0,73.7,2.7
2184,4,2023-03-19,曇り,9.3,-2.5,3.4,0.0,66.2,1.4
2185,1,2023-03-20,晴れ,11.0,-1.0,5.0,0.0,56.9,2.5
2186,2,2023-03-20,晴れ,12.8,0.5,6.7,0.0,63.7,1.4
2187,3,2023-03-20,曇り,4.7,-6.9,-1.1,0.0,58.6,1.9
2188,4,2023-03-20,曇り,7.9,-3.9,2.0,0.0,67.3,2.4
2189,1,2023-03-21,曇り,14.8,2.7,8.8,0.0,68.1,1.6
2190,2,2023-03-21,晴れ,15.2,3.2,9.2,0.0,48.5,4.2
2191,3,2023-03-21,曇り,11.3,-1.0,5.2,0.0,65.7,1.8
2192,4,2023-03-21,晴れ,11.2,-0.6,5.3,0.0,49.3,3.2
2193,1,2023-03-22,雨,18.7,6.5,12.6,7.3,85.8,2.7
2194,2,2023-03-22,雨,16.7,5.1,10.9,3.8,81.0,4.6
2195,3,2023-03-22,雪,10.1,-1.3,4.4,1.1,75.8,2.4
2196,4,2023-03-22,雨,12.2,0.8,6.5,5.4,72.5,1.7
2197,1,2023-03-23,晴れ,13.5,1.9,7.7,0.0,50.8,2.9
2198,2,2023-03-23,晴れ,15.5,3.5,9.5,0.0,63.8,2.9
2199,3,2023-03-23,晴れ,9.0,-2.7,3.1,0.0,47.5,2.0
2200,4,2023-03-23,曇り,13.4,1.3,7.4,0.0,91.6,3.7
2201,1,2023-03-24,晴れ,15.7,3.7,9.7,0.0,58.4,3.0
2202,2,2023-03-24,曇り,16.0,4.1,10.1,0.0,67.2,4.8
2203,3,2023-03-24,晴れ,11.5,-0.6,5.5,0.0,62.4,0.9
2204,4,2023-03-24,晴れ,11.5,0.0,5.8,0.0,53.3,1.2
2205,1,2023-03-25,雨,14.2,2.6,8.4,8.5,78.1,3.6
2206,2,2023-03-25,雨,15.2,3.6,9.4,9.8,71.2,3.1
2207,3,2023-03-25,雨,11.3,-0.6,5.4,7.7,86.4,3.9
2208,4,2023-03-25,雪,13.1,1.3,7.2,5.6,64.3,3.0
2209,1,2023-03-26,雪,12.8,1.4,7.1,10.4,77.8,1.9
2210,2,2023-03-26,雨,16.6,4.5,10.6,7.9,80.6,4.9
2211,3,2023-03-26,雨,9.5,-2.1,3.7,16.2,99.0,1.9
2212,4,2023-03-26,雪,13.4,1.4,7.4,2.9,69.3,1.9
2213,1,2023-03-27,晴れ,15.6,3.8,9.7,0.0,55.6,2.0
2214,2,2023-03-27,曇り,14.9,3.4,9.2,0.0,58.8,3.3
2215,3,2023-03-27,曇り,9.5,-2.0,3.8,0.0,75.3,3.4
2216,4,2023-03-27,晴れ,13.3,1.5,7.4,0.0,54.9,3.8
2217,1,2023-03-28,雨,14.1,2.9,8.5,0.5,78.8,3.6
2218,2,2023-03-28,雨,17.3,5.6,11.4,11.3,81.9,3.7
2219,3,2023-03-28,雪,11.5,0.0,5.8,1.1,72.5,1.9
2220,4,2023-03-28,雨,14.9,3.1,9.0,9.6,77.8,3.3
2221,1,2023-03-29,雨,15.6,4.1,9.8,4.2,86.3,3.2
2222,2,2023-03-29,雨,17.3,5.6,11.4,15.3,87.0,2.8
2223,3,2023-03-29,雪,10.5,-0.9,4.8,0.5,81.7,4.5
2224,4,2023-03-29,雨,15.0,3.2,9.1,44.9,95.2,3.4
2225,1,2023-03-30,晴れ,14.7,3.4,9.0,0.0,52.1,3.8
2226,2,2023-03-30,晴れ,16.1,4.6,10.4,0.0,67.1,1.3
2227,3,2023-03-30,曇り,12.6,0.8,6.7,0.0,68.2,3.0
2228,4,2023-03-30,晴れ,13.0,1.6,7.3,0.0,53.4,1.9
2229,1,2023-03-31,晴れ,17.5,6.0,11.8,0.0,51.5,1.7
2230,2,2023-03-31,曇り,19.8,8.0,13.9,0.0,73.5,3.1
2231,3,2023-03-31,晴れ,13.9,2.2,8.1,0.0,55.9,2.5
2232,4,2023-03-31,晴れ,14.4,3.1,8.8,0.0,54.0,0.8
2233,1,2023-04-01,晴れ,17.0,5.9,11.4,0.0,48.7,2.3
2234,2,2023-04-01,曇り,19.0,7.7,13.3,0.0,73.5,4.6
2235,3,2023-04-01,晴れ,12.5,1.5,7.0,0.0,58.0,3.0
2236,4,2023-04-01,晴れ,18.3,6.5,12.4,0.0,54.1,3.2
2237,1,2023-04-02,曇り,19.7,8.1,13.9,0.0,66.2,0.8
2238,2,2023-04-02,晴れ,20.2,8.6,14.4,0.0,57.8,2.2
2239,3,2023-04-02,晴れ,14.8,3.3,9.1,0.0,64.8,2.8
2240,4,2023-04-02,晴れ,16.1,4.8,10.5,0.0,47.3,2.2
2241,1,2023-04-03,晴れ,19.8,8.1,13.9,0.0,51.7,0.8
2242,2,2023-04-03,晴れ,19.9,8.4,14.1,0.0,40.8,2.7
2243,3,2023-04-03,晴れ,13.2,2.0,7.6,0.0,58.3,0.8
2244,4,2023-04-03,晴れ,14.5,3.5,9.0,0.0,57.0,2.3
2245,1,2023-04-04,曇り,18.9,7.5,13.2,0.0,74.7,2.1
2246,2,2023-04-04,曇り,17.7,6.7,12.2,0.0,58.9,2.1
2247,3,2023-04-04,晴れ,13.3,2.2,7.8,0.0,55.8,1.4
2248,4,2023-04-04,晴れ,17.5,6.0,11.8,0.0,59.6,1.8
2249,1,2023-04-05,雨,18.6,7.4,13.0,7.0,78.2,2.7
2250,2,2023-04-05,雨,20.9,9.3,15.1,2.9,96.0,5.1
2251,3,2023-04-05,雨,13.3,2.3,7.8,9.2,92.4,2.5
2252,4,2023-04-05,雨,16.3,5.1,10.7,12.1,85.3,1.9
2253,1,2023-04-06,雨,19.3,8.1,13.7,65.6,80.4,3.5
2254,2,2023-04-06,雨,20.2,8.9,14.6,8.2,88.1,5.4
2255,3,2023-04-06,雨,13.1,2.2,7.7,0.5,82.9,3.9
2256,4,2023-04-06,雨,18.0,6.6,12.3,11.0,73.9,4.9
2257,1,2023-04-07,曇り,18.5,7.2,12.8,0.0,65.5,2.5
2258,2,2023-04-07,晴れ,18.7,7.5,13.1,0.0,49.3,2.7
2259,3,2023-04-07,晴れ,14.7,3.3,9.0,0.0,55.7,2.9
2260,4,2023-04-07,晴れ,17.3,5.8,11.6,0.0,56.9,3.1
2261,1,2023-04-08,雨,15.7,4.7,10.2,2.3,71.4,3.2
2262,2,2023-04-08,雨,16.1,5.2,10.7,44.5,88.1,2.4
2263,3,2023-04-08,雨,11.3,0.3,5.8,9.5,84.4,3.5
2264,4,2023-04-08,雨,15.1,3.8,9.4,4.1,79.5,4.4
2265,1,2023-04-09,雨,16.1,5.1,10.6,1.0,73.1,3.5
2266,2,2023-04-09,雨,19.1,7.6,13.4,0.5,81.9,1.2
2267,3,2023-04-09,雨,11.5,0.5,6.0,0.5,80.6,4.0
2268,4,2023-04-09,雨,14.4,3.3,8.8,11.3,76.7,5.5
2269,1,2023-04-10,晴れ,14.0,3.1,8.6,0.0,43.0,2.0
2270,2,2023-04-10,曇り,15.9,4.7,10.3,0.0,68.7,1.4
2271,3,2023-04-10,晴れ,9.1,-1.7,3.7,0.0,66.4,1.6
2272,4,2023-04-10,晴れ,13.9,2.6,8.2,0.0,57.2,1.3
2273,1,2023-04-11,雨,14.5,3.7,9.1,10.9,93.7,3.6
2274,2,2023-04-11,雨,15.6,4.7,10.2,11.8,86.7,5.8
2275,3,2023-04-11,雨,10.9,-0.1,5.4,23.4,79.7,2.7
2276,4,2023-04-11,雨,14.5,3.3,8.9,17.7,97.9,2.0
2277,1,2023-04-12,晴れ,16.7,5.7,11.2,0.0,50.1,0.6
2278,2,2023-04-12,曇り,17.1,6.1,11.6,0.0,68.9,1.1
2279,3,2023-04-12,晴れ,12.0,1.0,6.5,0.0,44.9,3.3
2280,4,2023-04-12,晴れ,14.5,3.5,9.0,0.0,48.4,2.4
2281,1,2023-04-13,晴れ,19.7,8.6,14.1,0.0,62.0,1.7
2282,2,2023-04-13,曇り,19.5,8.5,14.0,0.0,62.3,1.1
2283,3,2023-04-13,曇り,15.9,4.7,10.3,0.0,72.6,1.5
2284,4,2023-04-13,曇り,16.3,5.5,10.9,0.0,56.3,3.5
2285,1,2023-04-14,曇り,20.4,9.2,14.8,0.0,71.7,4.2
2286,2,2023-04-14,晴れ,18.1,7.5,12.8,0.0,53.7,3.8
2287,3,2023-04-14,晴れ,15.2,4.1,9.6,0.0,51.5,3.3
2288,4,2023-04-14,晴れ,17.1,6.0,11.6,0.0,61.7,2.8
2289,1,2023-04-15,晴れ,18.2,7.3,12.8,0.0,64.4,1.5
2290,2,2023-04-15,晴れ,19.7,8.6,14.1,0.0,50.8,1.7
2291,3,2023-04-15,晴れ,11.5,1.0,6.2,0.0,58.7,3.2
2292,4,2023-04-15,曇り,17.0,5.9,11.4,0.0,80.0,2.9
2293,1,2023-04-16,雨,19.0,7.8,13.4,10.9,93.6,2.7
2294,2,2023-04-16,雨,19.3,8.2,13.8,48.9,90.6,2.1
